2026 Rank,Previous Rank,Institution Name,Country/Territory,Region,Size,Focus,Research,Status,AR SCORE,AR RANK,ER SCORE,ER RANK,FSR SCORE,FSR RANK,CPF SCORE,CPF RANK,IFR SCORE,IFR RANK,ISR SCORE,ISR RANK,ISD SCORE,ISD RANK,IRN SCORE,IRN RANK,EO SCORE,EO RANK,SUS SCORE,SUS RANK,Overall SCORE
566,631,savitribai phule pune university,India,Asia,M,CO,VH,Public,11.0,701,20.0,647,47.0,420,64.0,257,0.0,0,3.0,801,8.0,801,55.0,773,30.0,547,43.0,801,29.0
367,350,sciences po paris,France,Europe,L,SP,VH,Public,25.0,520,52.0,240,81.0,163,5.0,801,62.0,377,98.0,85,98.0,72,30.0,801,98.0,44,55.0,610,41.0
1201,1201,seattle university,United States of America,Americas,M,CO,HI,Private not for Profit,7.0,701,14.0,701,41.0,498,3.0,801,2.0,801,22.0,698,28.0,636,6.0,801,15.0,801,43.0,801,0.0
1001,1001,sebelas maret university,Indonesia,Asia,XL,FC,HI,Public,21.0,586,21.0,616,25.0,730,3.0,801,33.0,550,11.0,801,17.0,801,21.0,801,3.0,801,51.0,688,0.0
731,0,segi university,Malaysia,Asia,M,FO,HI,Private for Profit,7.0,701,13.0,701,91.0,100,2.0,801,95.0,179,100.0,13,100.0,8,7.0,801,9.0,801,31.0,801,0.0
392,396,sejong university,Republic of Korea,Asia,L,CO,VH,Private not for Profit,16.0,701,19.0,672,16.0,801,92.0,92,32.0,558,51.0,407,38.0,516,78.0,388,2.0,801,61.0,471,38.0
1201,0,selcuk university,Türkiye,Asia,L,CO,VH,Public,8.0,701,4.0,701,24.0,757,7.0,801,2.0,801,24.0,682,30.0,619,54.0,786,14.0,801,46.0,801,0.0
38,31,seoul national university,Republic of Korea,Asia,L,FC,VH,Public,100.0,20,99.0,24,86.0,130,81.0,150,13.0,801,28.0,622,34.0,571,78.0,391,100.0,6,91.0,57,86.0
1001,1201,seoul national university of science and technology,Republic of Korea,Asia,M,FO,VH,Public,11.0,701,8.0,701,21.0,801,19.0,734,12.0,801,32.0,565,29.0,633,29.0,801,2.0,801,50.0,708,0.0
741,851,shahid beheshti university (sbu),Iran (Islamic Republic of),Asia,L,FO,VH,Public,12.0,701,23.0,590,6.0,801,49.0,377,5.0,801,25.0,668,25.0,683,68.0,567,24.0,654,34.0,801,0.0
339,316,shandong university,China (Mainland),Asia,XL,FC,VH,Public,23.0,549,39.0,352,22.0,799,97.0,54,11.0,801,6.0,801,5.0,801,73.0,490,27.0,610,58.0,550,42.0
1201,1201,shanghai international studies university,China (Mainland),Asia,L,SP,VH,Public,7.0,701,6.0,701,22.0,801,3.0,801,34.0,546,40.0,491,30.0,618,11.0,801,9.0,801,9.0,801,0.0
47,45,shanghai jiao tong university,China (Mainland),Asia,XL,FC,VH,Public,93.0,56,94.0,56,65.0,275,100.0,13,41.0,490,19.0,741,14.0,801,78.0,389,88.0,119,83.0,141,84.0
1401,1401,shanghai normal university,China (Mainland),Asia,XL,CO,HI,Public,4.0,701,3.0,701,17.0,801,10.0,801,7.0,801,5.0,801,10.0,801,25.0,801,1.0,801,32.0,801,0.0
465,489,shanghai university,China (Mainland),Asia,XL,FO,VH,Public,30.0,410,21.0,615,51.0,369,49.0,385,30.0,589,10.0,801,8.0,801,63.0,657,13.0,801,43.0,801,34.0
1201,1201,shanghai university of finance and economics,China (Mainland),Asia,L,SP,VH,Public,6.0,701,15.0,701,12.0,801,10.0,801,20.0,706,4.0,801,9.0,801,14.0,801,48.0,360,32.0,801,0.0
375,342,sharif university of technology,Iran (Islamic Republic of),Asia,M,FO,VH,Public,18.0,686,48.0,267,8.0,801,99.0,36,3.0,801,2.0,801,6.0,801,68.0,560,39.0,448,39.0,801,40.0
1001,1001,sheffield hallam university,United Kingdom,Europe,XL,CO,HI,Public,10.0,701,13.0,701,11.0,801,7.0,801,43.0,480,43.0,469,48.0,434,61.0,682,12.0,801,41.0,801,0.0
452,508,shenzhen university,China (Mainland),Asia,XL,CO,VH,Public,12.0,701,9.0,701,40.0,501,91.0,100,16.0,780,3.0,801,8.0,801,69.0,547,26.0,623,48.0,751,34.0
1201,1001,shinshu university,Japan,Asia,M,FC,VH,Public,5.0,701,5.0,701,40.0,507,20.0,709,7.0,801,5.0,801,9.0,801,25.0,801,3.0,801,25.0,801,0.0
701,691,shiraz university,Iran (Islamic Republic of),Asia,L,CO,VH,Public,10.0,701,11.0,701,6.0,801,68.0,228,1.0,801,4.0,801,8.0,801,68.0,565,23.0,664,46.0,801,0.0
1201,0,shiv nadar university,India,Asia,S,CO,VH,Private for Profit,8.0,701,6.0,701,42.0,476,21.0,701,17.0,759,3.0,801,7.0,801,14.0,801,2.0,801,30.0,801,0.0
503,587,shoolini university of biotechnology and management sciences,India,Asia,S,CO,VH,Private not for Profit,16.0,701,23.0,589,12.0,801,83.0,138,29.0,595,2.0,801,6.0,801,54.0,781,2.0,801,57.0,555,32.0
1001,1001,siberian federal university,Russian Federation,Europe,M,CO,VH,Public,8.0,701,10.0,701,30.0,634,8.0,801,57.0,406,46.0,438,47.0,437,38.0,801,10.0,801,44.0,801,0.0
324,336,sichuan university,China (Mainland),Asia,XL,FC,VH,Public,31.0,397,35.0,418,14.0,801,100.0,20,10.0,801,9.0,801,7.0,801,73.0,489,21.0,709,45.0,801,43.0
1001,1001,silesian university of technology in gliwice,Poland,Europe,L,FO,VH,Public,9.0,701,10.0,701,39.0,516,15.0,801,5.0,801,7.0,801,12.0,801,75.0,440,13.0,801,32.0,801,0.0
1401,1401,silpakorn university,Thailand,Asia,L,CO,HI,Public,10.0,701,13.0,701,6.0,801,5.0,801,8.0,801,3.0,801,7.0,801,27.0,801,3.0,801,23.0,801,0.0
308,319,simon fraser university,Canada,Americas,L,CO,VH,Public,35.0,345,21.0,636,8.0,801,60.0,289,99.0,127,86.0,189,87.0,158,78.0,376,34.0,500,85.0,109,45.0
511,585,singapore management university,Singapore,Asia,M,SP,VH,Public,19.0,635,27.0,502,14.0,801,31.0,577,100.0,48,83.0,203,80.0,205,23.0,801,38.0,455,59.0,521,32.0
519,440,singapore university of technology and design,Singapore,Asia,S,SP,VH,,11.0,701,11.0,701,99.0,41,71.0,208,0.0,0,0.0,0,0.0,0,35.0,801,5.0,801,25.0,801,31.0
1201,1001,slovak university of agriculture in nitra,Slovakia,Europe,S,SP,HI,Public,9.0,701,11.0,701,37.0,547,16.0,794,9.0,801,9.0,801,12.0,801,29.0,801,6.0,801,25.0,801,0.0
1001,1001,slovak university of technology in bratislava,Slovakia,Europe,M,FO,VH,Public,11.0,701,11.0,701,49.0,396,8.0,801,5.0,801,29.0,602,22.0,732,54.0,779,18.0,762,28.0,801,0.0
511,508,soas university of london,United Kingdom,Europe,M,FO,VH,Public,25.0,516,19.0,686,18.0,801,24.0,663,100.0,67,99.0,63,99.0,52,18.0,801,35.0,489,65.0,398,32.0
558,576,sogang university,Republic of Korea,Asia,M,CO,VH,Private not for Profit,27.0,459,52.0,235,61.0,290,9.0,801,10.0,801,35.0,537,39.0,505,16.0,801,23.0,665,50.0,706,30.0
951,1001,sohar university,Oman,Asia,S,FO,VH,Private not for Profit,8.0,701,11.0,701,4.0,801,20.0,715,100.0,27,5.0,801,9.0,801,24.0,801,71.0,204,34.0,801,0.0
1401,0,soka university,Japan,Asia,M,CO,MD,Private not for Profit,6.0,701,8.0,701,11.0,801,3.0,801,68.0,345,13.0,801,16.0,801,12.0,801,2.0,801,12.0,801,0.0
801,641,soochow university,China (Mainland),Asia,XL,CO,VH,Public,9.0,701,8.0,701,26.0,721,57.0,305,3.0,801,2.0,801,7.0,801,51.0,801,24.0,657,36.0,801,0.0
1201,1201,sookmyung women's university,Republic of Korea,Asia,M,CO,HI,Private for Profit,7.0,701,10.0,701,47.0,422,5.0,801,5.0,801,5.0,801,9.0,801,6.0,801,2.0,801,40.0,801,0.0
1001,1001,soonchunhyang university,Republic of Korea,Asia,M,FC,VH,Private not for Profit,8.0,701,9.0,701,71.0,219,10.0,801,8.0,801,7.0,801,11.0,801,13.0,801,2.0,801,45.0,801,0.0
1401,1401,soongsil university,Republic of Korea,Asia,L,FO,VH,Private for Profit,3.0,701,7.0,701,12.0,801,9.0,801,6.0,801,24.0,674,18.0,796,22.0,801,4.0,801,20.0,801,0.0
951,951,sophia university,Japan,Asia,L,CO,HI,Private not for Profit,19.0,657,27.0,505,26.0,720,3.0,801,41.0,489,20.0,726,26.0,666,9.0,801,21.0,702,49.0,737,0.0
72,63,sorbonne university (merged from paris iv & upmc),France,Europe,XL,FC,VH,Public,93.0,52,62.0,182,56.0,329,69.0,225,36.0,533,67.0,300,70.0,270,99.0,9,84.0,140,89.0,68,76.0
377,385,south china university of technology,China (Mainland),Asia,XL,FO,VH,Public,19.0,652,21.0,635,29.0,641,99.0,31,16.0,778,11.0,801,16.0,801,65.0,623,40.0,434,50.0,701,40.0
951,901,south ural state university,Russian Federation,Europe,L,CO,VH,Public,9.0,701,9.0,701,57.0,317,8.0,801,6.0,801,23.0,694,26.0,669,84.0,272,6.0,801,33.0,801,0.0
638,576,southern cross university,Australia,Oceania,M,CO,VH,Public,6.0,701,4.0,701,4.0,801,56.0,322,93.0,203,63.0,322,66.0,296,61.0,677,6.0,801,66.0,385,27.0
1001,951,southern federal university,Russian Federation,Europe,L,CO,VH,Public,7.0,701,8.0,701,65.0,266,4.0,801,5.0,801,42.0,470,48.0,435,44.0,801,4.0,801,31.0,801,0.0
1001,1001,southern methodist university,United States of America,Americas,M,CO,VH,Private not for Profit,6.0,701,11.0,701,38.0,537,12.0,801,16.0,782,16.0,792,12.0,801,29.0,801,62.0,251,42.0,801,0.0
343,284,southern university of science and technology (sustech),China (Mainland),Asia,M,FO,VH,Public,15.0,701,9.0,701,88.0,116,100.0,14,43.0,479,3.0,801,7.0,801,47.0,801,1.0,801,66.0,387,42.0
1001,1001,southwest university,China (Mainland),Asia,XL,CO,VH,Public,3.0,701,4.0,701,12.0,801,45.0,414,2.0,801,5.0,801,4.0,801,51.0,801,17.0,798,38.0,801,0.0
1001,1001,srm institute of science and technology (f.k.a srm university),India,Asia,XL,CO,VH,Private not for Profit,14.0,701,22.0,606,17.0,801,9.0,801,2.0,801,3.0,801,7.0,801,75.0,441,5.0,801,49.0,729,0.0
3,6,stanford university,United States of America,Americas,L,FC,VH,Private not for Profit,100.0,5,100.0,3,100.0,17,100.0,24,94.0,188,74.0,261,76.0,230,97.0,49,100.0,2,95.0,19,99.0
1401,1401,state university malang (universitas negeri malang),Indonesia,Asia,XL,FO,VH,Public,11.0,701,5.0,701,10.0,801,3.0,801,23.0,670,2.0,801,6.0,801,13.0,801,7.0,801,34.0,801,0.0
1401,1401,stefan cel mare university of suceava,Romania,Europe,M,CO,HI,Public,6.0,701,5.0,701,7.0,801,9.0,801,3.0,801,39.0,509,35.0,545,25.0,801,5.0,801,34.0,801,0.0
302,296,stellenbosch university,South Africa,Africa,L,FC,VH,Public,37.0,331,45.0,299,5.0,801,68.0,233,25.0,642,15.0,801,11.0,801,94.0,111,89.0,114,61.0,480,45.0
673,701,stevens institute of technology,United States of America,Americas,M,FO,VH,Private not for Profit,4.0,701,10.0,701,8.0,801,61.0,282,54.0,418,99.0,79,98.0,73,22.0,801,14.0,801,47.0,799,26.0
147,128,stockholm university,Sweden,Europe,L,CO,VH,Public,65.0,155,30.0,484,28.0,678,74.0,186,83.0,271,79.0,224,59.0,346,97.0,45,91.0,102,72.0,291,63.0
452,460,stony brook university,United States of America,Americas,L,FC,VH,Public,24.0,527,18.0,701,44.0,459,32.0,556,47.0,451,53.0,384,58.0,352,74.0,474,32.0,527,83.0,141,34.0
1401,1201,suez canal university,Egypt,Africa,XL,FC,HI,Public,6.0,701,4.0,701,17.0,801,4.0,801,3.0,801,3.0,801,7.0,801,52.0,801,3.0,801,48.0,762,0.0
334,362,sultan qaboos university,Oman,Asia,M,FC,VH,Public,29.0,430,26.0,522,62.0,284,40.0,478,100.0,81,6.0,801,10.0,801,81.0,333,70.0,209,70.0,320,42.0
1001,0,sumgait state university,Azerbaijan,Asia,M,CO,MD,Public,14.0,701,13.0,701,98.0,58,1.0,801,3.0,801,1.0,801,6.0,801,2.0,801,12.0,801,0.0,0,0.0
1001,1001,sumy state university,Ukraine,Europe,M,FC,HI,Public,6.0,701,11.0,701,47.0,418,5.0,801,4.0,801,29.0,603,30.0,620,36.0,801,5.0,801,48.0,751,0.0
276,331,sun yat-sen university,China (Mainland),Asia,XL,FC,VH,Public,45.0,259,39.0,351,53.0,352,73.0,193,4.0,801,7.0,801,5.0,801,78.0,377,39.0,446,57.0,562,48.0
126,123,sungkyunkwan university,Republic of Korea,Asia,L,FC,VH,Private not for Profit,68.0,139,76.0,125,84.0,149,62.0,269,24.0,659,58.0,359,62.0,326,50.0,801,44.0,400,75.0,243,65.0
1001,1001,sungshin women's university,Republic of Korea,Asia,M,CO,MD,Private not for Profit,9.0,701,13.0,701,85.0,135,2.0,801,4.0,801,7.0,801,11.0,801,3.0,801,2.0,801,29.0,801,0.0
410,539,sunway university,Malaysia,Asia,M,CO,VH,Private not for Profit,21.0,592,53.0,228,57.0,324,25.0,636,57.0,405,67.0,298,69.0,279,61.0,671,5.0,801,61.0,474,37.0
1201,1201,suranaree university of technology,Thailand,Asia,L,FC,HI,Public,10.0,701,7.0,701,6.0,801,17.0,768,7.0,801,2.0,801,7.0,801,27.0,801,3.0,801,45.0,801,0.0
292,298,swansea university,United Kingdom,Europe,L,FC,VH,Public,35.0,348,55.0,222,29.0,666,43.0,439,77.0,312,81.0,221,82.0,187,80.0,357,14.0,801,84.0,121,46.0
294,291,swinburne university of technology,Australia,Oceania,L,CO,VH,Public,19.0,655,19.0,675,15.0,801,95.0,68,88.0,237,95.0,130,71.0,266,74.0,467,23.0,675,73.0,267,46.0
696,641,symbiosis international (deemed university),India,Asia,L,CO,VH,Private not for Profit,9.0,701,95.0,51,27.0,704,3.0,801,23.0,673,16.0,796,20.0,757,29.0,801,9.0,801,46.0,801,25.0
741,801,syracuse university,United States of America,Americas,L,CO,VH,Private not for Profit,17.0,701,18.0,699,16.0,801,17.0,763,25.0,648,46.0,443,51.0,410,57.0,742,58.0,285,61.0,486,0.0
1001,1001,széchenyi istván university,Hungary,Europe,M,FO,VH,Private for Profit,12.0,701,37.0,391,29.0,655,3.0,801,5.0,801,13.0,801,19.0,773,17.0,801,5.0,801,45.0,801,0.0
1201,1001,taibah university,Saudi Arabia,Asia,XL,FC,HI,Public,9.0,701,4.0,701,8.0,801,7.0,801,91.0,221,4.0,801,8.0,801,38.0,801,3.0,801,33.0,801,0.0
901,0,taif university,Saudi Arabia,Asia,XL,FC,VH,Public,7.0,701,3.0,701,9.0,801,30.0,586,100.0,44,5.0,801,9.0,801,81.0,343,3.0,801,46.0,801,0.0
597,611,taipei medical university,Taiwan,Asia,M,SP,VH,Private not for Profit,17.0,701,15.0,701,94.0,83,32.0,558,20.0,713,22.0,699,17.0,801,25.0,801,12.0,801,48.0,757,28.0
901,1001,tallinn university,Estonia,Europe,M,FO,VH,Public,11.0,701,12.0,701,13.0,801,10.0,801,64.0,363,31.0,585,37.0,529,55.0,768,46.0,382,44.0,801,0.0
635,621,tallinn university of technology,Estonia,Europe,M,FO,VH,Public,16.0,701,19.0,694,34.0,581,24.0,665,53.0,425,27.0,635,33.0,578,81.0,326,51.0,341,43.0,801,27.0
1201,1201,tamkang university,Taiwan,Asia,L,CO,HI,Private for Profit,8.0,701,10.0,701,5.0,801,11.0,801,8.0,801,12.0,801,16.0,801,25.0,801,36.0,484,46.0,801,0.0
423,462,tampere university,Finland,Europe,L,FC,VH,Public,29.0,424,25.0,543,25.0,737,48.0,392,62.0,378,14.0,801,20.0,771,84.0,277,42.0,417,49.0,729,36.0
1201,1201,tanta university,Egypt,Africa,XL,FC,HI,Public,8.0,701,10.0,701,7.0,801,4.0,801,2.0,801,3.0,801,7.0,801,73.0,484,6.0,801,48.0,757,0.0
721,701,taras shevchenko national university of kyiv,Ukraine,Europe,L,CO,VH,Public,22.0,567,50.0,254,31.0,619,4.0,801,2.0,801,4.0,801,8.0,801,38.0,801,72.0,200,38.0,801,0.0
469,547,tashkent institute of irrigation and agricultural mechanization engineers - national research university (tiiame-nru),Uzbekistan,Asia,M,CO,VH,Public,36.0,341,46.0,292,87.0,120,4.0,801,44.0,470,17.0,785,19.0,787,19.0,801,25.0,644,47.0,793,34.0
901,0,tashkent state technical university,Uzbekistan,Asia,L,CO,HI,Public,31.0,399,16.0,701,20.0,801,2.0,801,63.0,371,2.0,801,6.0,801,10.0,801,31.0,540,34.0,801,0.0
1201,0,tashkent state transport university,Uzbekistan,Asia,L,FO,HI,Public,19.0,640,11.0,701,25.0,740,1.0,801,4.0,801,2.0,801,7.0,801,2.0,801,9.0,801,30.0,801,0.0
1001,0,tashkent state university of economics,Uzbekistan,Asia,L,SP,MD,Public,16.0,701,31.0,455,14.0,801,2.0,801,19.0,726,11.0,801,14.0,801,14.0,801,24.0,660,37.0,801,0.0
1401,0,tashkent university of information technologies,Uzbekistan,Asia,L,SP,HI,Public,11.0,701,15.0,701,7.0,801,2.0,801,10.0,801,3.0,801,7.0,801,4.0,801,9.0,801,28.0,801,0.0
253,251,taylor's university (malaysia),Malaysia,Asia,M,CO,VH,Private for Profit,40.0,298,85.0,92,70.0,233,21.0,696,73.0,324,100.0,34,100.0,25,54.0,789,5.0,801,58.0,546,50.0
1201,1201,technical university of cluj-napoca,Romania,Europe,L,SP,VH,Public,6.0,701,11.0,701,11.0,801,8.0,801,4.0,801,6.0,801,10.0,801,47.0,801,5.0,801,42.0,801,0.0
107,109,technical university of denmark,Denmark,Europe,M,FO,VH,Public,45.0,264,36.0,396,98.0,49,91.0,99,100.0,52,96.0,113,96.0,96,87.0,213,61.0,269,68.0,351,68.0
1001,1001,technical university of kosice,Slovakia,Europe,M,FO,VH,Public,8.0,701,14.0,701,21.0,801,10.0,801,2.0,801,90.0,169,67.0,291,41.0,801,21.0,699,22.0,801,0.0
1201,1201,technical university of liberec,Czechia,Europe,M,CO,VH,Public,6.0,701,5.0,701,44.0,452,9.0,801,16.0,789,15.0,801,19.0,785,29.0,801,3.0,801,16.0,801,0.0
22,28,technical university of munich,Germany,Europe,XL,FO,VH,Public,92.0,60,100.0,16,71.0,223,93.0,90,86.0,252,99.0,72,99.0,63,96.0,63,57.0,293,88.0,83,90.0
1001,1001,technical university of ostrava,Czechia,Europe,M,FO,VH,Public,8.0,701,22.0,614,29.0,653,10.0,801,15.0,801,41.0,482,45.0,463,57.0,738,5.0,801,47.0,801,0.0
350,416,technion - israel institute of technology,Israel,Asia,L,FO,VH,Public,32.0,384,36.0,404,67.0,252,33.0,546,91.0,217,11.0,801,8.0,801,58.0,725,66.0,237,53.0,641,42.0
487,380,technische universität bergakademie freiberg,Germany,Europe,S,FO,VH,,7.0,701,6.0,701,10.0,801,91.0,101,60.0,392,100.0,25,100.0,16,35.0,801,1.0,801,33.0,801,33.0
145,147,technische universität berlin,Germany,Europe,L,CO,VH,Public,65.0,156,79.0,107,71.0,221,34.0,533,64.0,361,85.0,197,86.0,168,89.0,187,48.0,367,68.0,344,63.0
711,751,technische universität braunschweig,Germany,Europe,L,CO,VH,Public,14.0,701,22.0,604,70.0,232,10.0,801,0.0,0,51.0,405,38.0,515,66.0,608,19.0,738,47.0,776,0.0
253,241,technische universität darmstadt,Germany,Europe,L,CO,VH,Public,28.0,447,42.0,320,10.0,801,82.0,142,68.0,344,93.0,149,93.0,123,74.0,473,54.0,318,79.0,190,50.0
673,801,technische universität dortmund,Germany,Europe,L,FO,VH,Public,19.0,661,36.0,406,43.0,466,11.0,801,32.0,559,37.0,529,28.0,646,77.0,412,13.0,801,43.0,801,26.0
218,234,technische universität dresden,Germany,Europe,L,FC,VH,Public,47.0,247,49.0,259,75.0,197,59.0,296,40.0,495,42.0,476,47.0,439,95.0,75,13.0,801,88.0,80,54.0
1201,1201,technische universität kaiserslautern,Germany,Europe,L,CO,VH,,9.0,701,6.0,701,22.0,787,8.0,801,0.0,0,0.0,0,0.0,0,63.0,645,5.0,801,0.0,0,0.0
781,851,technological university of dublin,Ireland,Europe,L,CO,HI,Public,18.0,690,22.0,594,18.0,801,6.0,801,50.0,440,64.0,312,67.0,288,54.0,787,23.0,679,59.0,528,0.0
1201,1001,tecnológico de costa rica (tec),Costa Rica,Americas,M,FO,HI,Public,11.0,701,25.0,539,23.0,770,2.0,801,10.0,801,3.0,801,7.0,801,11.0,801,12.0,801,18.0,801,0.0
187,185,tecnológico de monterrey (itesm),Mexico,Americas,XL,FC,HI,Private not for Profit,70.0,136,94.0,55,69.0,236,5.0,801,25.0,658,18.0,758,24.0,696,75.0,451,97.0,52,74.0,262,57.0
223,209,tel aviv university,Israel,Asia,L,FC,VH,Public,44.0,269,31.0,462,6.0,801,100.0,25,49.0,444,15.0,801,21.0,743,78.0,378,94.0,79,77.0,214,54.0
1001,1001,telkom university (aka telkom institute of technology),Indonesia,Asia,L,SP,VH,Private for Profit,14.0,701,15.0,701,23.0,768,3.0,801,54.0,423,12.0,801,17.0,801,16.0,801,12.0,801,36.0,801,0.0
721,681,temple university,United States of America,Americas,L,FC,VH,Public,17.0,701,15.0,701,38.0,534,25.0,647,4.0,801,12.0,801,18.0,801,65.0,625,39.0,447,72.0,291,0.0
144,154,texas a&m university,United States of America,Americas,XL,FC,VH,Public,73.0,124,82.0,101,6.0,801,76.0,175,28.0,608,21.0,717,16.0,801,93.0,124,64.0,244,61.0,480,63.0
731,781,texas tech university,United States of America,Americas,XL,FC,HI,Public,15.0,701,27.0,509,10.0,801,19.0,739,64.0,364,17.0,777,24.0,714,71.0,517,28.0,591,66.0,376,0.0
551,596,thammasat university,Thailand,Asia,XL,FC,HI,Public,37.0,329,38.0,365,27.0,694,4.0,801,16.0,779,2.0,801,7.0,801,46.0,801,91.0,100,61.0,494,30.0
771,851,thapar institute of engineering & technology,India,Asia,M,FO,VH,Public,4.0,701,9.0,701,14.0,801,71.0,206,17.0,763,5.0,801,9.0,801,34.0,801,12.0,801,59.0,534,0.0
381,410,the american university in cairo,Egypt,Africa,M,CO,VH,Private not for Profit,41.0,292,47.0,278,39.0,521,12.0,801,98.0,141,7.0,801,12.0,801,47.0,801,89.0,118,52.0,669,39.0
741,801,the catholic university of korea,Republic of Korea,Asia,M,FC,VH,Private not for Profit,8.0,701,6.0,701,97.0,61,31.0,576,5.0,801,53.0,390,47.0,441,14.0,801,2.0,801,45.0,801,0.0
32,36,the chinese university of hong kong,"Hong Kong SAR, China",Asia,L,FC,VH,Public,94.0,48,67.0,157,76.0,191,95.0,71,100.0,50,93.0,143,90.0,147,68.0,563,91.0,94,84.0,123,87.0
1001,1201,the city college of new york,United States of America,Americas,L,FC,HI,Public,12.0,701,8.0,701,15.0,801,18.0,756,5.0,801,9.0,801,7.0,801,47.0,801,7.0,801,39.0,801,0.0
530,0,the education university of hong kong,"Hong Kong SAR, China",Asia,M,FO,VH,,9.0,701,8.0,701,72.0,215,40.0,474,100.0,104,69.0,285,62.0,325,43.0,801,9.0,801,35.0,801,31.0
1001,1001,the hashemite university,Jordan,Asia,L,FC,HI,Public,16.0,701,24.0,566,6.0,801,8.0,801,10.0,801,18.0,756,14.0,801,45.0,801,5.0,801,45.0,801,0.0
54,57,the hong kong polytechnic university,"Hong Kong SAR, China",Asia,L,CO,VH,Public,81.0,93,48.0,275,77.0,182,99.0,41,100.0,34,99.0,76,98.0,81,83.0,296,74.0,187,81.0,160,81.0
44,47,the hong kong university of science and technology,"Hong Kong SAR, China",Asia,M,FO,VH,Public,89.0,69,70.0,149,68.0,247,100.0,12,100.0,23,99.0,59,99.0,60,50.0,801,77.0,173,80.0,175,85.0
951,901,the robert gordon university,United Kingdom,Europe,L,CO,HI,Public,4.0,701,19.0,671,7.0,801,11.0,801,79.0,303,84.0,199,86.0,170,34.0,801,9.0,801,47.0,793,0.0
1201,1001,the russian presidential academy of national economy and public administration,Russian Federation,Europe,XL,FO,VH,Public,6.0,701,15.0,701,48.0,401,1.0,801,2.0,801,5.0,801,9.0,801,22.0,801,54.0,312,14.0,801,0.0
53,55,the university of amsterdam,Netherlands,Europe,XL,FC,VH,Public,93.0,57,73.0,135,28.0,688,87.0,113,99.0,133,96.0,117,71.0,259,95.0,82,90.0,104,64.0,422,82.0
65,65,the university of auckland,New Zealand,Oceania,XL,FC,VH,Public,92.0,63,55.0,220,18.0,801,79.0,162,100.0,83,96.0,122,96.0,104,89.0,194,97.0,61,96.0,17,78.0
525,587,the university of georgia,United States of America,Americas,XL,FC,VH,Public,28.0,452,37.0,388,14.0,801,33.0,552,11.0,801,9.0,801,7.0,801,85.0,254,36.0,478,66.0,385,31.0
11,17,the university of hong kong,"Hong Kong SAR, China",Asia,L,FC,VH,Public,99.0,27,83.0,97,85.0,131,97.0,60,100.0,31,100.0,38,100.0,24,82.0,305,100.0,15,85.0,112,94.0
35,34,the university of manchester,United Kingdom,Europe,XL,FC,VH,Public,99.0,31,99.0,26,58.0,310,57.0,308,95.0,176,100.0,56,100.0,45,99.0,7,92.0,90,98.0,9,86.0
19,13,the university of melbourne,Australia,Oceania,XL,FC,VH,Public,100.0,21,97.0,35,21.0,801,95.0,72,97.0,156,100.0,37,74.0,239,97.0,40,98.0,39,98.0,9,91.0
20,19,the university of new south wales,Australia,Oceania,XL,FC,VH,Public,96.0,43,94.0,59,30.0,632,97.0,58,100.0,69,100.0,41,100.0,30,98.0,25,99.0,32,97.0,12,91.0
227,179,the university of newcastle,Australia,Oceania,L,FC,VH,Public,36.0,336,31.0,466,30.0,638,95.0,67,100.0,92,36.0,533,42.0,494,82.0,319,21.0,712,85.0,112,53.0
1201,1001,the university of northampton,United Kingdom,Europe,L,CO,MD,Public,3.0,701,4.0,701,6.0,801,4.0,801,52.0,431,93.0,140,94.0,116,17.0,801,6.0,801,19.0,801,0.0
97,108,the university of nottingham,United Kingdom,Europe,XL,FC,VH,Public,75.0,110,78.0,110,45.0,444,49.0,382,93.0,202,79.0,231,81.0,201,97.0,30,54.0,313,93.0,36,69.0
91,86,the university of osaka,Japan,Asia,L,FC,VH,Public,91.0,67,90.0,73,46.0,430,66.0,242,25.0,649,21.0,709,27.0,651,72.0,500,51.0,330,80.0,180,71.0
42,40,the university of queensland,Australia,Oceania,XL,FC,VH,Public,94.0,46,80.0,105,27.0,705,94.0,79,100.0,60,100.0,28,100.0,18,97.0,36,67.0,233,93.0,41,85.0
92,105,the university of sheffield,United Kingdom,Europe,L,FC,VH,Public,73.0,122,62.0,186,50.0,378,68.0,226,82.0,281,98.0,89,98.0,76,97.0,42,48.0,363,94.0,27,71.0
25,18,the university of sydney,Australia,Oceania,XL,FC,VH,Public,99.0,29,94.0,53,16.0,801,94.0,78,100.0,101,100.0,18,100.0,12,96.0,71,96.0,70,98.0,11,89.0
36,32,the university of tokyo,Japan,Asia,L,FC,VH,Public,100.0,7,100.0,10,92.0,94,70.0,217,16.0,777,44.0,457,49.0,422,89.0,193,100.0,10,92.0,44,86.0
74,69,the university of warwick,United Kingdom,Europe,L,FC,VH,Public,83.0,85,93.0,60,48.0,402,44.0,432,100.0,111,99.0,60,99.0,49,94.0,101,75.0,182,85.0,117,75.0
77,77,the university of western australia,Australia,Oceania,L,FC,VH,Public,69.0,137,57.0,209,15.0,801,99.0,34,100.0,77,100.0,36,100.0,23,93.0,122,83.0,147,84.0,129,74.0
257,269,tianjin university,China (Mainland),Asia,L,CO,VH,Public,26.0,481,38.0,371,52.0,368,100.0,18,30.0,586,34.0,550,25.0,682,73.0,491,39.0,449,56.0,576,50.0
